
BBCA,29.623,8.325,8.400,22.173,2025-12-02 16:17:26
BBCA,28.072,8.300,8.425,52.586,2025-12-02 16:17:26
BBCA,30.368,8.275,8.450,57.292,2025-12-02 16:17:26
BBCA,24.528,8.250,8.475,49.664,2025-12-02 16:17:26
BBCA,10.979,8.225,8.500,83.174,2025-12-02 16:17:26
BBCA,23.602,8.200,8.525,17.882,2025-12-02 16:17:26
BBCA,3.736,8.175,8.550,46.173,2025-12-02 16:17:26
BBCA,3.504,8.150,8.575,11.004,2025-12-02 16:17:26
BBCA,1.888,8.125,8.600,46.771,2025-12-02 16:17:26
BBCA,17.605,8.375,8.400,24.950,2025-12-02 16:22:30
BBCA,35.453,8.350,8.425,52.550,2025-12-02 16:22:30
BBCA,28.325,8.325,8.450,57.584,2025-12-02 16:22:30
BBCA,30.061,8.300,8.475,58.677,2025-12-02 16:22:30
BBCA,30.275,8.275,8.500,83.099,2025-12-02 16:22:30
BBCA,24.374,8.250,8.525,18.119,2025-12-02 16:22:30
BBCA,11.179,8.225,8.550,46.282,2025-12-02 16:22:30
BBCA,23.602,8.200,8.575,11.102,2025-12-02 16:22:30
BBCA,3.736,8.175,8.600,46.778,2025-12-02 16:22:30
BBCA,3.514,8.150,8.625,11.311,2025-12-02 16:22:30
BBCA,22.920,8.375,8.400,30.686,2025-12-02 16:27:32
BBCA,33.434,8.350,8.425,53.869,2025-12-02 16:27:32
BBCA,21.145,8.325,8.450,57.639,2025-12-02 16:27:32
BBCA,22.901,8.300,8.475,58.393,2025-12-02 16:27:32
BBCA,28.218,8.275,8.500,83.478,2025-12-02 16:27:32
BBCA,20.341,8.250,8.525,18.134,2025-12-02 16:27:32
BBCA,10.679,8.225,8.550,46.011,2025-12-02 16:27:32
BBCA,21.595,8.200,8.575,11.104,2025-12-02 16:27:32
BBCA,3.736,8.175,8.600,46.828,2025-12-02 16:27:32
BBCA,3.514,8.150,8.625,11.311,2025-12-02 16:27:32
BBCA,34.544,8.375,8.400,38.063,2025-12-02 16:32:36
BBCA,32.610,8.350,8.425,53.824,2025-12-02 16:32:36
BBCA,20.837,8.325,8.450,57.572,2025-12-02 16:32:36
BBCA,22.809,8.300,8.475,58.365,2025-12-02 16:32:36
BBCA,28.211,8.275,8.500,83.244,2025-12-02 16:32:36
BBCA,20.328,8.250,8.525,17.808,2025-12-02 16:32:36
BBCA,10.678,8.225,8.550,45.961,2025-12-02 16:32:36
BBCA,21.627,8.200,8.575,11.092,2025-12-02 16:32:36
BBCA,3.734,8.175,8.600,46.826,2025-12-02 16:32:36
BBCA,3.514,8.150,8.625,11.643,2025-12-02 16:32:36
BBCA,34.517,8.375,8.400,35.233,2025-12-02 16:37:39
BBCA,24.011,8.350,8.425,54.500,2025-12-02 16:37:39
BBCA,20.282,8.325,8.450,57.530,2025-12-02 16:37:39
BBCA,22.188,8.300,8.475,64.319,2025-12-02 16:37:39
BBCA,27.910,8.275,8.500,83.252,2025-12-02 16:37:39
BBCA,20.027,8.250,8.525,17.808,2025-12-02 16:37:39
BBCA,10.176,8.225,8.550,46.142,2025-12-02 16:37:39
BBCA,21.313,8.200,8.575,11.092,2025-12-02 16:37:39
BBCA,3.415,8.175,8.600,46.791,2025-12-02 16:37:39
BBCA,3.193,8.150,8.625,11.643,2025-12-02 16:37:39
BBCA,37.165,8.375,8.400,32.804,2025-12-02 16:42:42
BBCA,23.644,8.350,8.425,54.548,2025-12-02 16:42:42
BBCA,20.030,8.325,8.450,57.476,2025-12-02 16:42:42
BBCA,21.938,8.300,8.475,65.149,2025-12-02 16:42:42
BBCA,27.786,8.275,8.500,83.192,2025-12-02 16:42:42
BBCA,20.034,8.250,8.525,17.172,2025-12-02 16:42:42
BBCA,10.176,8.225,8.550,46.142,2025-12-02 16:42:42
BBCA,21.291,8.200,8.575,11.092,2025-12-02 16:42:42
BBCA,3.415,8.175,8.600,46.771,2025-12-02 16:42:42
BBCA,3.183,8.150,8.625,11.623,2025-12-02 16:42:42
BBCA,6.174,8.375,8.400,1.779,2025-12-02 16:52:49
BBCA,23.603,8.350,8.425,52.464,2025-12-02 16:52:49
BBCA,24.060,8.325,8.450,60.502,2025-12-02 16:52:49
BBCA,28.075,8.300,8.475,68.198,2025-12-02 16:52:49
BBCA,27.747,8.275,8.500,84.315,2025-12-02 16:52:49
BBCA,20.324,8.250,8.525,17.203,2025-12-02 16:52:49
BBCA,10.176,8.225,8.550,45.557,2025-12-02 16:52:49
BBCA,21.363,8.200,8.575,11.139,2025-12-02 16:52:49
BBCA,3.410,8.175,8.600,46.483,2025-12-02 16:52:49
BBCA,3.185,8.150,8.625,11.638,2025-12-02 16:52:49
BBCA,6.174,8.375,8.400,1.779,2025-12-02 16:57:51
BBCA,23.603,8.350,8.425,52.464,2025-12-02 16:57:51
BBCA,24.060,8.325,8.450,60.502,2025-12-02 16:57:51
BBCA,28.075,8.300,8.475,68.198,2025-12-02 16:57:51
BBCA,27.747,8.275,8.500,84.315,2025-12-02 16:57:51
BBCA,20.324,8.250,8.525,17.203,2025-12-02 16:57:51
BBCA,10.176,8.225,8.550,45.557,2025-12-02 16:57:51
BBCA,21.363,8.200,8.575,11.139,2025-12-02 16:57:51
BBCA,3.410,8.175,8.600,46.483,2025-12-02 16:57:51
BBCA,3.185,8.150,8.625,11.638,2025-12-02 16:57:51
